"Team","League","Year.x","RS","RA.x","W.x","OBP","SLG","BA","Playoffs.x","RankSeason","RankPlayoffs","G.x","OOBP","OSLG","Playoffs2","current.x","join_val","X.x","Rk","Year.y","Tm.x","Lg","G.y","W.y","L.x","Ties","W.L..x","pythW.L.","Finish","GB","Playoffs.y","R.x","RA.y","Attendance","BatAge","PAge.x","Num.Bat","Num.P","Top.Player","Managers","current.y","WAR","Abv","X.y","Tm.y","X.P","PAge.y","RA.G","W","L.y","W.L..y","ERA","G","GS","GF","CG","tSho","cSho","SV","IP","H","R.y","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","ERA.","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","Year","current","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"ARI","NL",2005,696,856,77,0.332,0.421,0.256,0,NA,NA,162,0.345,0.455,"NO","ARI","ARI - 2005",12,12,2005,"Arizona Diamondbacks","NL West",162,77,85,0,0.475,0.406,"2nd of 5","5","",696,856,2059424,30.3,27.4,43,25,"C.Counsell (5.5)","B.Melvin (77-85)","Arizona Diamondbacks",5.5,"ARI",1099,"ARI",25,27.4,5.28,77,85,0.475,4.84,162,162,156,6,10,1,45,1456.1,1580,856,783,193,537,43,1038,62,5,58,6402,91,4.55,1.454,9.8,1.2,3.3,6.4,1.93,7.26543209876543,2005,"ARI",91,0.277777777777778,0.037037037037037,0.0617283950617284,0.00617283950617284,4.2962962962963,77
"ATL","NL",2005,769,674,90,0.333,0.435,0.265,1,4,4,162,0.333,0.406,"YES","ATL","ATL - 2005",31,12,2005,"Atlanta Braves","NL East",162,90,72,0,0.556,0.56,"1st of 5","--","Lost LDS (3-1)",769,674,2521167,28.1,28.6,45,26,"A.Jones (6.7)","B.Cox (90-72)","Atlanta Braves",6.7,"ATL",1100,"ATL",26,28.6,4.16,90,72,0.556,3.98,162,162,154,8,12,3,38,1443.2,1487,674,639,145,520,52,929,32,5,42,6186,107,4.19,1.39,9.3,0.9,3.2,5.8,1.79,7.29012345679012,2005,"ATL",107,0.234567901234568,0.0493827160493827,0.0740740740740741,0.0185185185185185,4.74691358024691,90
"BAL","AL",2005,729,800,74,0.327,0.434,0.269,0,NA,NA,162,0.336,0.416,"NO","BAL","BAL - 2005",172,12,2005,"Baltimore Orioles","AL East",162,74,88,0,0.457,0.458,"4th of 5","21","",729,800,2624740,31.3,28.3,46,20,"B.Roberts (7.2)","L.Mazzilli (51-56) and S.Perlozzo (23-32)","Baltimore Orioles",7.2,"BAL",1101,"BAL",20,28.3,4.94,74,88,0.457,4.56,162,162,160,2,9,0,38,1427.2,1458,800,724,180,580,32,1052,52,11,70,6242,95,4.51,1.428,9.2,1.1,3.7,6.6,1.81,7.15432098765432,2005,"BAL",95,0.234567901234568,0.0123456790123457,0.0555555555555556,0,4.5,74
"BOS","AL",2005,910,805,95,0.357,0.454,0.281,1,3,4,162,0.335,0.441,"YES","BOS","BOS - 2005",288,12,2005,"Boston Red Sox","AL East",162,95,67,0,0.586,0.556,"2nd of 5","--","Lost LDS (3-0)",910,805,2847888,31.5,33.6,52,26,"D.Ortiz (5.3)","T.Francona (95-67)","Boston Red Sox",5.3,"BOS",1102,"BOS",26,33.6,4.97,95,67,0.586,4.74,162,162,156,6,8,0,38,1429,1550,805,752,164,440,28,959,89,4,56,6227,96,4.28,1.393,9.8,1,2.8,6,2.18,7.00617283950617,2005,"BOS",96,0.234567901234568,0.037037037037037,0.0493827160493827,0,5.61728395061728,95
"CHC","NL",2005,703,714,79,0.324,0.44,0.27,0,NA,NA,162,0.325,0.407,"NO","CHC","CHC - 2005",404,12,2005,"Chicago Cubs","NL Central",162,79,83,0,0.488,0.493,"4th of 6","21","",703,714,3099992,29.7,28.2,46,22,"D.Lee (7.7)","D.Baker (79-83)","Chicago Cubs",7.7,"CHC",1103,"CHC",22,28.2,4.41,79,83,0.488,4.19,162,162,154,8,10,2,39,1440,1357,714,671,186,576,48,1256,50,7,57,6185,105,4.26,1.342,8.5,1.2,3.6,7.9,2.18,7.10493827160494,2005,"CHC",105,0.240740740740741,0.0493827160493827,0.0617283950617284,0.0123456790123457,4.33950617283951,79
"CHW","AL",2005,741,645,99,0.322,0.425,0.262,1,2,1,162,0.31,0.397,"YES","CHW","CHW - 2005",545,12,2005,"Chicago White Sox","AL Central",162,99,63,0,0.611,0.563,"1st of 5","--","Won WS (4-0)",741,645,2342833,29.3,29.3,38,17,"M.Buehrle (4.8)","O.Guillen (99-63)","Chicago White Sox",4.8,"CHW",1104,"CHW",17,29.3,3.98,99,63,0.611,3.61,162,162,153,9,10,4,54,1475.2,1392,645,592,167,459,42,1040,52,9,65,6176,125,4.12,1.254,8.5,1,2.8,6.3,2.27,6.81481481481481,2005,"CHW",125,0.333333333333333,0.0555555555555556,0.0617283950617284,0.0246913580246914,4.57407407407407,99
"CIN","NL",2005,820,889,73,0.339,0.446,0.261,0,NA,NA,163,0.352,0.483,"NO","CIN","CIN - 2005",661,12,2005,"Cincinnati Reds","NL Central",163,73,89,1,0.451,0.463,"5th of 6","27","",820,889,1943067,28.6,28.9,46,22,"F.Lopez (4.2)","D.Miley (27-43) and J.Narron (46-46)","Cincinnati Reds",4.2,"CIN",1105,"CIN",22,28.9,5.45,73,89,0.451,5.15,163,163,161,2,1,0,31,1433,1657,889,820,219,492,47,955,80,3,53,6397,83,4.87,1.5,10.4,1.4,3.1,6,1.94,7.41717791411043,2005,"CIN",83,0.190184049079755,0.0122699386503067,0.00613496932515337,0,5.03067484662577,72.5521472392638
"CLE","AL",2005,790,642,93,0.334,0.453,0.271,0,NA,NA,162,0.302,0.387,"NO","CLE","CLE - 2005",796,12,2005,"Cleveland Indians","AL Central",162,93,69,0,0.574,0.594,"2nd of 5","6","",790,642,2013763,27.7,29.2,38,17,"G.Sizemore (6.6)","E.Wedge (93-69)","Cleveland Indians",6.6,"CLE",1106,"CLE",17,29.2,3.96,93,69,0.574,3.61,162,162,156,6,10,0,51,1452.2,1363,642,582,157,413,20,1050,41,4,26,6048,117,3.92,1.223,8.4,1,2.6,6.5,2.54,6.46913580246914,2005,"CLE",117,0.314814814814815,0.037037037037037,0.0617283950617284,0,4.87654320987654,93
"COL","NL",2005,740,862,67,0.333,0.411,0.267,0,NA,NA,162,0.362,0.457,"NO","COL","COL - 2005",912,12,2005,"Colorado Rockies","NL West",162,67,95,0,0.414,0.431,"5th of 5","15","",740,862,1914389,27.2,27.3,54,27,"T.Helton (4.6)","C.Hurdle (67-95)","Colorado Rockies",4.6,"COL",1107,"COL",27,27.3,5.32,67,95,0.414,5.13,162,162,158,4,4,1,37,1418.2,1600,862,808,175,604,54,981,84,6,65,6385,94,4.7,1.554,10.2,1.1,3.8,6.2,1.62,7.82098765432099,2005,"COL",94,0.228395061728395,0.0246913580246914,0.0246913580246914,0.00617283950617284,4.5679012345679,67
"DET","AL",2005,723,787,71,0.321,0.428,0.272,0,NA,NA,162,0.33,0.436,"NO","DET","DET - 2005",936,12,2005,"Detroit Tigers","AL Central",162,71,91,0,0.438,0.461,"4th of 5","28","",723,787,2024431,28.5,28,45,23,"P.Polanco (4.3)","A.Trammell (71-91)","Detroit Tigers",4.3,"DET",1108,"DET",23,28,4.86,71,91,0.438,4.51,162,162,155,7,2,0,37,1435.2,1504,787,719,193,461,33,907,51,5,53,6139,94,4.57,1.369,9.4,1.2,2.9,5.7,1.97,6.45061728395062,2005,"DET",94,0.228395061728395,0.0432098765432099,0.0123456790123457,0,4.46296296296296,71
"FLA","NL",2005,717,732,83,0.339,0.409,0.272,0,NA,NA,162,0.339,0.402,"NO","MIA","MIA - 2005",1344,12,2005,"Florida Marlins","NL East",162,83,79,0,0.512,0.491,"3rd of 5","7","",717,732,1852608,29.7,29.5,47,27,"D.Willis (8.4)","J.McKeon (83-79)","Miami Marlins",8.4,"MIA",1109,"FLA",27,29.5,4.52,83,79,0.512,4.16,162,162,148,14,15,8,42,1442.1,1459,732,666,116,563,57,1125,65,3,45,6236,96,3.81,1.402,9.1,0.7,3.5,7,2,7.26543209876543,2005,"MIA",96,0.259259259259259,0.0864197530864197,0.0925925925925926,0.0493827160493827,4.42592592592593,83
"HOU","NL",2005,693,609,89,0.322,0.408,0.256,1,5,2,163,0.308,0.389,"YES","HOU","HOU - 2005",1052,12,2005,"Houston Astros","NL Central",163,89,73,1,0.549,0.559,"2nd of 6","11","Lost WS (4-0)",693,609,2804760,30.3,30.3,36,17,"R.Clemens (8.2)","P.Garner (89-73)","Houston Astros",8.2,"HOU",1110,"HOU",17,30.3,3.74,89,73,0.549,3.51,163,163,157,6,11,2,45,1443,1336,609,563,155,440,29,1164,59,8,38,6023,121,3.84,1.231,8.3,1,2.7,7.3,2.65,6.65644171779141,2005,"HOU",121,0.276073619631902,0.0368098159509202,0.0674846625766871,0.0122699386503067,4.25153374233129,88.4539877300613
"KCR","AL",2005,701,935,56,0.32,0.396,0.263,0,NA,NA,162,0.362,0.463,"NO","KCR","KCR - 2005",1107,12,2005,"Kansas City Royals","AL Central",162,56,106,0,0.346,0.371,"5th of 5","43","",701,935,1371181,27.9,25.7,46,22,"D.DeJesus (4.4)","T.Pena (8-25), B.Schaefer (5-12) and B.Bell (43-69)","Kansas City Royals",4.4,"KCR",1111,"KCR",22,25.7,5.77,56,106,0.346,5.49,162,162,158,4,4,0,25,1413.1,1640,935,862,178,580,33,924,74,9,69,6370,80,4.74,1.571,10.4,1.1,3.7,5.9,1.59,7.37654320987654,2005,"KCR",80,0.154320987654321,0.0246913580246914,0.0246913580246914,0,4.32716049382716,56
"LAA","AL",2005,761,643,95,0.325,0.409,0.27,1,3,3,162,0.312,0.401,"YES","LAA","LAA - 2005",1155,12,2005,"Los Angeles Angels of Anaheim","AL West",162,95,67,0,0.586,0.576,"1st of 4","--","Lost ALCS (4-1)",761,643,3404686,29.7,28.5,40,18,"V.Guerrero (5.7)","M.Scioscia (95-67)","Los Angeles Angels of Anaheim",5.7,"LAA",1112,"LAA",18,28.5,3.97,95,67,0.586,3.68,162,162,155,7,11,3,54,1464.1,1419,643,598,158,443,24,1126,48,1,70,6158,116,3.89,1.272,8.7,1,2.7,6.9,2.54,6.92592592592593,2005,"LAA",116,0.333333333333333,0.0432098765432099,0.0679012345679012,0.0185185185185185,4.69753086419753,95
"LAD","NL",2005,685,755,71,0.326,0.395,0.253,0,NA,NA,162,0.327,0.429,"NO","LAD","LAD - 2005",1211,12,2005,"Los Angeles Dodgers","NL West",162,71,91,0,0.438,0.456,"4th of 5","11","",685,755,3603646,28.7,28.5,44,20,"J.Kent (3.7)","J.Tracy (71-91)","Los Angeles Dodgers",3.7,"LAD",1113,"LAD",20,28.5,4.66,71,91,0.438,4.38,162,162,156,6,9,4,40,1427.1,1434,755,695,182,471,34,1004,64,6,36,6113,94,4.4,1.335,9,1.1,3,6.3,2.13,6.64197530864198,2005,"LAD",94,0.246913580246914,0.037037037037037,0.0555555555555556,0.0246913580246914,4.22839506172839,71
"MIL","NL",2005,726,697,81,0.331,0.423,0.259,0,NA,NA,162,0.324,0.408,"NO","MIL","MIL - 2005",1368,12,2005,"Milwaukee Brewers","NL Central",162,81,81,0,0.5,0.519,"3rd of 6","19","",726,697,2211023,28.4,28,39,19,"G.Jenkins (4.6)","N.Yost (81-81)","Milwaukee Brewers",4.6,"MIL",1114,"MIL",19,28,4.3,81,81,0.5,3.97,162,162,155,7,6,2,46,1438,1382,697,635,169,569,52,1173,45,8,66,6208,108,4.2,1.357,8.6,1.1,3.6,7.3,2.06,7.38888888888889,2005,"MIL",108,0.283950617283951,0.0432098765432099,0.037037037037037,0.0123456790123457,4.48148148148148,81
"MIN","AL",2005,688,662,83,0.323,0.391,0.259,0,NA,NA,162,0.307,0.408,"NO","MIN","MIN - 2005",1416,12,2005,"Minnesota Twins","AL Central",162,83,79,0,0.512,0.518,"3rd of 5","16","",688,662,2034243,27.6,27.9,37,15,"J.Santana (7.2)","R.Gardenhire (83-79)","Minnesota Twins",7.2,"MIN",1115,"MIN",15,27.9,4.09,83,79,0.512,3.71,162,162,153,9,8,4,44,1464.1,1458,662,604,169,348,38,965,43,4,35,6072,120,4,1.233,9,1,2.1,5.9,2.77,6.27777777777778,2005,"MIN",120,0.271604938271605,0.0555555555555556,0.0493827160493827,0.0246913580246914,4.24691358024691,83
"NYM","NL",2005,722,648,83,0.322,0.416,0.258,0,NA,NA,162,0.321,0.387,"NO","NYM","NYM - 2005",1532,12,2005,"New York Mets","NL East",162,83,79,0,0.512,0.549,"3rd of 5","7","",722,648,2829929,28.8,31.9,42,22,"P.Martinez (6.5)","W.Randolph (83-79)","New York Mets",6.5,"NYM",1116,"NYM",22,31.9,4,83,79,0.512,3.76,162,162,154,8,11,3,38,1435.2,1390,648,599,135,491,43,1012,56,4,32,6121,109,3.98,1.31,8.7,0.8,3.1,6.3,2.06,7.19753086419753,2005,"NYM",109,0.234567901234568,0.0493827160493827,0.0679012345679012,0.0185185185185185,4.45679012345679,83
"NYY","AL",2005,886,789,95,0.355,0.45,0.276,1,3,4,162,0.332,0.422,"YES","NYY","NYY - 2005",1587,12,2005,"New York Yankees","AL East",162,95,67,0,0.586,0.553,"1st of 5","--","Lost LDS (3-2)",886,789,4090696,32.4,34.2,51,28,"A.Rodriguez (9.4)","J.Torre (95-67)","New York Yankees",9.4,"NYY",1117,"NYY",28,34.2,4.87,95,67,0.586,4.52,162,162,154,8,14,4,46,1430.2,1495,789,718,164,463,25,985,84,6,37,6182,94,4.28,1.369,9.4,1,2.9,6.2,2.13,6.7962962962963,2005,"NYY",94,0.283950617283951,0.0493827160493827,0.0864197530864197,0.0246913580246914,5.46913580246914,95
"OAK","AL",2005,772,658,88,0.33,0.407,0.262,0,NA,NA,162,0.311,0.382,"NO","OAK","OAK - 2005",1701,12,2005,"Oakland Athletics","AL West",162,88,74,0,0.543,0.573,"2nd of 4","7","",772,658,2109118,28.6,26.6,41,20,"E.Chavez (4.8)","K.Macha (88-74)","Oakland Athletics",4.8,"OAK",1118,"OAK",20,26.6,4.06,88,74,0.543,3.69,162,162,153,9,12,2,38,1450.1,1315,658,594,154,504,42,1075,60,3,41,6080,118,4.08,1.254,8.2,1,3.1,6.7,2.13,6.61111111111111,2005,"OAK",118,0.234567901234568,0.0555555555555556,0.0740740740740741,0.0123456790123457,4.76543209876543,88
"PHI","NL",2005,807,726,88,0.348,0.423,0.27,0,NA,NA,162,0.32,0.426,"NO","PHI","PHI - 2005",1817,12,2005,"Philadelphia Phillies","NL East",162,88,74,0,0.543,0.548,"2nd of 5","2","",807,726,2665304,30,29.7,40,19,"C.Utley (7.2)","C.Manuel (88-74)","Philadelphia Phillies",7.2,"PHI",1119,"PHI",19,29.7,4.48,88,74,0.543,4.21,162,162,158,4,6,0,40,1435,1379,726,672,189,487,51,1159,72,9,36,6119,105,4.29,1.3,8.6,1.2,3.1,7.3,2.38,6.71604938271605,2005,"PHI",105,0.246913580246914,0.0246913580246914,0.037037037037037,0,4.98148148148148,88
"PIT","NL",2005,680,769,67,0.322,0.4,0.259,0,NA,NA,162,0.344,0.424,"NO","PIT","PIT - 2005",1951,12,2005,"Pittsburgh Pirates","NL Central",162,67,95,0,0.414,0.444,"6th of 6","33","",680,769,1817245,27.4,28.7,44,19,"J.Bay (5.7)","L.McClendon (55-81) and P.Mackanin (12-14)","Pittsburgh Pirates",5.7,"PIT",1120,"PIT",19,28.7,4.75,67,95,0.414,4.42,162,162,158,4,14,3,35,1436,1456,769,706,162,612,65,958,65,4,53,6264,95,4.57,1.44,9.1,1,3.8,6,1.57,7.32716049382716,2005,"PIT",95,0.216049382716049,0.0246913580246914,0.0864197530864197,0.0185185185185185,4.19753086419753,67
"SDP","NL",2005,684,726,82,0.333,0.391,0.257,1,6,4,162,0.322,0.408,"YES","SDP","SDP - 2005",2086,12,2005,"San Diego Padres","NL West",162,82,80,0,0.506,0.473,"1st of 5","--","Lost LDS (3-0)",684,726,2869787,31.1,31,46,23,"J.Peavy (4.9)","B.Bochy (82-80)","San Diego Padres",4.9,"SDP",1121,"SDP",23,31,4.48,82,80,0.506,4.13,162,162,158,4,8,3,45,1455.1,1452,726,668,146,503,45,1133,46,3,36,6253,94,3.9,1.343,9,0.9,3.1,7,2.25,7.16666666666667,2005,"SDP",94,0.277777777777778,0.0246913580246914,0.0493827160493827,0.0185185185185185,4.22222222222222,82
"SEA","AL",2005,699,751,69,0.317,0.391,0.256,0,NA,NA,162,0.332,0.422,"NO","SEA","SEA - 2005",2268,12,2005,"Seattle Mariners","AL West",162,69,93,0,0.426,0.467,"4th of 4","26","",699,751,2725459,28.9,31.4,48,21,"I.Suzuki (3.9)","M.Hargrove (69-93)","Seattle Mariners",3.9,"SEA",1122,"SEA",21,31.4,4.64,69,93,0.426,4.49,162,162,156,6,7,2,39,1427.2,1483,751,712,179,496,32,892,57,4,36,6172,94,4.56,1.386,9.3,1.1,3.1,5.6,1.8,7.02469135802469,2005,"SEA",94,0.240740740740741,0.037037037037037,0.0432098765432099,0.0123456790123457,4.31481481481481,69
"SFG","NL",2005,649,745,75,0.319,0.396,0.261,0,NA,NA,162,0.336,0.412,"NO","SFG","SFG - 2005",2134,12,2005,"San Francisco Giants","NL West",162,75,87,0,0.463,0.437,"3rd of 5","7","",649,745,3181023,32.2,30,50,24,"N.Lowry (4.8)","F.Alou (75-87)","San Francisco Giants",4.8,"SFG",1123,"SFG",24,30,4.6,75,87,0.463,4.33,162,162,158,4,8,0,46,1444.1,1456,745,695,151,592,42,972,42,3,38,6280,99,4.35,1.418,9.1,0.9,3.7,6.1,1.64,7.41975308641975,2005,"SFG",99,0.283950617283951,0.0246913580246914,0.0493827160493827,0,4.00617283950617,75
"STL","NL",2005,805,634,100,0.339,0.423,0.27,1,1,3,162,0.318,0.398,"YES","STL","STL - 2005",2308,12,2005,"St. Louis Cardinals","NL Central",162,100,62,0,0.617,0.608,"1st of 6","--","Lost NLCS (4-2)",805,634,3538988,30.8,29.7,40,20,"A.Pujols (8.4)","T.La Russa (100-62)","St. Louis Cardinals",8.4,"STL",1124,"STL",20,29.7,3.91,100,62,0.617,3.49,162,162,147,15,14,7,48,1445.2,1399,634,560,153,443,27,974,60,5,41,6047,122,4.09,1.274,8.7,1,2.8,6.1,2.2,6.64197530864198,2005,"STL",122,0.296296296296296,0.0925925925925926,0.0864197530864197,0.0432098765432099,4.96913580246914,100
"TBD","AL",2005,750,936,67,0.329,0.425,0.274,0,NA,NA,162,0.355,0.455,"NO","TBR","TBR - 2005",2443,12,2005,"Tampa Bay Devil Rays","AL East",162,67,95,0,0.414,0.4,"5th of 5","28","",750,936,1141669,27.5,27.4,43,21,"C.Crawford (4.4)","L.Piniella (67-95)","Tampa Bay Rays",4.4,"TBR",1125,"TBD",21,27.4,5.78,67,95,0.414,5.39,162,162,161,1,4,0,43,1421.2,1570,936,851,194,615,41,949,64,5,53,6384,81,4.89,1.537,9.9,1.2,3.9,6,1.54,7.30246913580247,2005,"TBR",81,0.265432098765432,0.00617283950617284,0.0246913580246914,0,4.62962962962963,67
"TEX","AL",2005,865,858,79,0.329,0.468,0.267,0,NA,NA,162,0.343,0.428,"NO","TEX","TEX - 2005",2462,12,2005,"Texas Rangers","AL West",162,79,83,0,0.488,0.504,"3rd of 4","16","",865,858,2525221,28.1,30.5,50,30,"M.Teixeira (7.2)","B.Showalter (79-83)","Texas Rangers",7.2,"TEX",1126,"TEX",30,30.5,5.3,79,83,0.488,4.96,162,162,160,2,6,1,46,1440,1589,858,794,159,522,31,932,60,4,44,6371,93,4.37,1.466,9.9,1,3.3,5.8,1.79,7.3641975308642,2005,"TEX",93,0.283950617283951,0.0123456790123457,0.037037037037037,0.00617283950617284,5.33950617283951,79
"TOR","AL",2005,775,705,80,0.331,0.407,0.265,0,NA,NA,162,0.324,0.418,"NO","TOR","TOR - 2005",2518,12,2005,"Toronto Blue Jays","AL East",162,80,82,0,0.494,0.543,"3rd of 5","15","",775,705,2014995,28,28.2,37,18,"R.Halladay (5.5)","J.Gibbons (80-82)","Toronto Blue Jays",5.5,"TOR",1127,"TOR",18,28.2,4.35,80,82,0.494,4.06,162,162,153,9,8,3,35,1447,1475,705,653,185,444,29,958,68,5,39,6166,110,4.42,1.326,9.2,1.2,2.8,6,2.16,6.91358024691358,2005,"TOR",110,0.216049382716049,0.0555555555555556,0.0493827160493827,0.0185185185185185,4.78395061728395,80
"WSN","NL",2005,639,673,81,0.322,0.386,0.252,0,NA,NA,162,0.333,0.396,"NO","WSN","WSN - 2005",2558,12,2005,"Washington Nationals","NL East",162,81,81,0,0.5,0.476,"5th of 5","9","",639,673,2731993,29.3,28.9,55,25,"J.Patterson (4.5)","F.Robinson (81-81)","Washington Nationals",4.5,"WSN",1128,"WSN",25,28.9,4.15,81,81,0.5,3.87,162,162,158,4,9,1,51,1458,1456,673,627,140,539,77,997,72,8,49,6286,106,4.16,1.368,9,0.9,3.3,6.2,1.85,7.64814814814815,2005,"WSN",106,0.314814814814815,0.0246913580246914,0.0555555555555556,0.00617283950617284,3.94444444444444,81
"ANA","AL",2004,836,734,92,0.341,0.429,0.282,1,6,4,162,0.326,0.415,"YES","LAA","LAA - 2004",1156,13,2004,"Anaheim Angels","AL West",162,92,70,0,0.568,0.559,"1st of 4","--","Lost LDS (3-0)",836,734,3375677,28.9,29,38,16,"V.Guerrero (5.6)","M.Scioscia (92-70)","Los Angeles Angels of Anaheim",5.6,"LAA",1069,"ANA",16,29,4.53,92,70,0.568,4.28,162,162,160,2,11,2,50,1454.1,1476,734,692,170,502,27,1164,44,7,61,6246,104,4.09,1.36,9.1,1.1,3.1,7.2,2.32,7.09259259259259,2004,"LAA",104,0.308641975308642,0.0123456790123457,0.0679012345679012,0.0123456790123457,5.16049382716049,92
"ARI","NL",2004,615,899,51,0.31,0.393,0.253,0,NA,NA,162,0.35,0.439,"NO","ARI","ARI - 2004",13,13,2004,"Arizona Diamondbacks","NL West",162,51,111,0,0.315,0.333,"5th of 5","42","",615,899,2519560,28.9,29.3,52,25,"R.Johnson (8.3)","B.Brenly (29-50) and A.Pedrique (22-61)","Arizona Diamondbacks",8.3,"ARI",1070,"ARI",25,29.3,5.55,51,111,0.315,4.98,162,162,157,5,6,2,33,1436,1480,899,794,197,668,79,1153,75,8,71,6418,92,4.78,1.496,9.3,1.2,4.2,7.2,1.73,7.47530864197531,2004,"ARI",92,0.203703703703704,0.0308641975308642,0.037037037037037,0.0123456790123457,3.7962962962963,51
"ATL","NL",2004,803,668,96,0.343,0.434,0.27,1,4,4,162,0.329,0.4,"YES","ATL","ATL - 2004",32,13,2004,"Atlanta Braves","NL East",162,96,66,0,0.593,0.583,"1st of 5","--","Lost LDS (3-2)",803,668,2327565,28.9,30.1,39,21,"J.Drew (8.3)","B.Cox (96-66)","Atlanta Braves",8.3,"ATL",1071,"ATL",21,30.1,4.12,96,66,0.593,3.74,162,162,158,4,13,1,48,1450,1475,668,603,154,523,50,1025,27,6,36,6218,115,4.15,1.378,9.2,1,3.2,6.4,1.96,7.40740740740741,2004,"ATL",115,0.296296296296296,0.0246913580246914,0.0802469135802469,0.00617283950617284,4.95679012345679,96
"BAL","AL",2004,842,830,78,0.345,0.432,0.281,0,NA,NA,162,0.348,0.404,"NO","BAL","BAL - 2004",173,13,2004,"Baltimore Orioles","AL East",162,78,84,0,0.481,0.507,"3rd of 5","23","",842,830,2744018,30.4,27.4,47,22,"M.Tejada (7.3)","L.Mazzilli (78-84)","Baltimore Orioles",7.3,"BAL",1072,"BAL",22,27.4,5.12,78,84,0.481,4.7,162,162,154,8,10,4,27,1455.1,1488,830,760,159,687,43,1090,62,9,68,6459,97,4.52,1.495,9.2,1,4.2,6.7,1.59,7.7962962962963,2004,"BAL",97,0.166666666666667,0.0493827160493827,0.0617283950617284,0.0246913580246914,5.19753086419753,78
"BOS","AL",2004,949,768,98,0.36,0.472,0.282,1,3,1,162,0.318,0.408,"YES","BOS","BOS - 2004",289,13,2004,"Boston Red Sox","AL East",162,98,64,0,0.605,0.596,"2nd of 5","3","Won WS (4-0)",949,768,2837294,30.6,32.5,50,26,"C.Schilling (7.9)","T.Francona (98-64)","Boston Red Sox",7.9,"BOS",1073,"BOS",26,32.5,4.74,98,64,0.605,4.18,162,162,158,4,12,1,36,1451.1,1430,768,674,159,447,28,1132,92,1,39,6222,116,4.03,1.293,8.9,1,2.8,7,2.53,6.79012345679012,2004,"BOS",116,0.222222222222222,0.0246913580246914,0.0740740740740741,0.00617283950617284,5.85802469135802,98
"CHC","NL",2004,789,665,89,0.328,0.458,0.268,0,NA,NA,162,0.321,0.395,"NO","CHC","CHC - 2004",405,13,2004,"Chicago Cubs","NL Central",162,89,73,0,0.549,0.578,"3rd of 6","16","",789,665,3170154,30.1,29.1,43,19,"C.Zambrano (7.3)","D.Baker (89-73)","Chicago Cubs",7.3,"CHC",1074,"CHC",19,29.1,4.1,89,73,0.549,3.81,162,162,159,3,6,2,42,1465.1,1363,665,621,169,545,33,1346,76,9,50,6262,116,3.98,1.302,8.4,1,3.3,8.3,2.47,7.41358024691358,2004,"CHC",116,0.259259259259259,0.0185185185185185,0.037037037037037,0.0123456790123457,4.87037037037037,89
"CHW","AL",2004,865,831,83,0.333,0.457,0.268,0,NA,NA,162,0.338,0.453,"NO","CHW","CHW - 2004",546,13,2004,"Chicago White Sox","AL Central",162,83,79,0,0.512,0.518,"2nd of 5","9","",865,831,1930537,28.6,28.2,42,22,"A.Rowand (5.6)","O.Guillen (83-79)","Chicago White Sox",5.6,"CHW",1075,"CHW",22,28.2,5.13,83,79,0.512,4.91,162,162,154,8,8,2,34,1432.1,1505,831,782,224,527,36,1013,48,3,43,6189,96,4.87,1.419,9.5,1.4,3.3,6.4,1.92,6.54938271604938,2004,"CHW",96,0.209876543209877,0.0493827160493827,0.0493827160493827,0.0123456790123457,5.33950617283951,83
"CIN","NL",2004,750,907,76,0.331,0.418,0.25,0,NA,NA,162,0.348,0.481,"NO","CIN","CIN - 2004",662,13,2004,"Cincinnati Reds","NL Central",162,76,86,0,0.469,0.414,"4th of 6","29","",750,907,2287250,28.4,28.5,44,22,"A.Dunn (4.7)","D.Miley (76-86)","Cincinnati Reds",4.7,"CIN",1076,"CIN",22,28.5,5.6,76,86,0.469,5.19,162,162,157,5,8,2,47,1443.2,1595,907,832,236,572,55,992,54,3,74,6451,82,5.1,1.501,9.9,1.5,3.6,6.2,1.73,7.48765432098765,2004,"CIN",82,0.290123456790123,0.0308641975308642,0.0493827160493827,0.0123456790123457,4.62962962962963,76
"CLE","AL",2004,858,857,80,0.351,0.444,0.276,0,NA,NA,162,0.342,0.445,"NO","CLE","CLE - 2004",797,13,2004,"Cleveland Indians","AL Central",162,80,82,0,0.494,0.501,"3rd of 5","12","",858,857,1814401,28.6,27.3,52,30,"T.Hafner (5.0)","E.Wedge (80-82)","Cleveland Indians",5,"CLE",1077,"CLE",30,27.3,5.29,80,82,0.494,4.81,162,162,154,8,8,3,32,1466.2,1553,857,784,201,579,47,1115,62,6,43,6450,91,4.62,1.454,9.5,1.2,3.6,6.8,1.93,7.3641975308642,2004,"CLE",91,0.197530864197531,0.0493827160493827,0.0493827160493827,0.0185185185185185,5.2962962962963,80
